journal,publisher,count
Clinical Pediatric Endocrinology,The Japanese Society for Pediatric Endocrinology,2
Remote Sensing of Environment,American Elsevier Pub. Co,2
"Cyberpsychology, Behavior and Social Networking","Mary Ann Liebert, Inc.; 140 Huguenot Street, 3rd FloorNew Rochelle, NY 10801USA",2
Dental Research Journal,Medknow Publications & Media Pvt Ltd; India,2
World Journal of Cardiology,Baishideng Publishing Group Inc,2
Palliative Medicine,"SAGE Publications; Sage UK: London, England",2
Journal of Bone and Joint Infection,Ivyspring International Publisher; Sydney,2
Diabetes Spectrum : A Publication of the American Diabetes Association,American Diabetes Association,2
Current HIV Research,Bentham Science Publishers,2
Phycologia,,2
Development & Reproduction,Korean Society of Developmental Biology,2
American Journal of Political Science,John Wiley and Sons Inc.; Hoboken,2
European Journal of Oral Sciences,John Wiley and Sons Inc.; Hoboken,2
Patient Education and Counseling,Elsevier,2
Biochimica et Biophysica Acta. Molecular Cell Research,Elsevier,2
"Hematology, Transfusion and Cell Therapy",Sociedade Brasileira de Hematologia e Hemoterapia,2
Neurosciences,Riyadh : Armed Forces Hospital; Saudi Arabia,2
Clinical and Experimental Pharmacology & Physiology,John Wiley and Sons Inc.; Hoboken,2
Journal of proteome research,,2
Journal of Neurosciences in Rural Practice,"Thieme Medical and Scientific Publishers; A-12, Second Floor, Sector -2, NOIDA -201301, India",2
Journal of Law and the Biosciences,Oxford University Press,2
Research and Reports in Tropical Medicine,Dove,2
Global Food Security,Elsevier,2
Journal of Insect Physiology,Elsevier,2
Globalization and Health,BioMed Central; London,2
IEEE transactions on visualization and computer graphics,,2
Frontiers in dental medicine,,2
Obesity Surgery,Springer US; New York,2
Internal and Emergency Medicine,Springer International Publishing; Cham,2
BMJ Evidence-Based Medicine,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",2
"Respirology (Carlton, Vic.)","John Wiley & Sons, Ltd; Chichester, UK",2
Journal of Cancer Education,Springer US; New York,2
World Journal of Pediatric Surgery,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",2
International Journal of Analytical Chemistry,Hindawi,2
Virtual Reality,Springer London; London,2
Journal of Applied Social Psychology,John Wiley and Sons Inc.; Hoboken,2
International Journal of Hygiene and Environmental Health,Urban & Fischer,2
Social Science Computer Review,"SAGE Publications; Sage CA: Los Angeles, CA",2
Earth's Future,John Wiley and Sons Inc.; Hoboken,2
The Milbank Quarterly,John Wiley and Sons Inc.; Hoboken,2
Journal of neuroscience methods,,2
"Ecosphere (Washington, D.C)",,2
Journal of the Pediatric Infectious Diseases Society,Oxford University Press; US,2
Cytokine,,2
Canadian Journal of Occupational Therapy. Revue Canadienne D'Ergotherapie,"SAGE Publications; Sage CA: Los Angeles, CA",2
Progress in Orthodontics,Springer Berlin Heidelberg; Berlin/Heidelberg,2
Clinical Research in Cardiology,Springer Berlin Heidelberg; Berlin/Heidelberg,2
Synthese,Springer Netherlands; Dordrecht,2
The Lancet. Child & Adolescent Health,Elsevier Ltd,2
High Altitude Medicine & Biology,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2
Microbiology research,,2
Clocks & Sleep,MDPI,2
Applied psycholinguistics,,2
Social Network Analysis and Mining,Springer Vienna; Vienna,2
Cambridge Prisms: Global Mental Health,"Cambridge University Press; Cambridge, UK",2
Journal of Cognitive Neuroscience,"MIT Press; One Broadway, 12th Floor, Cambridge, Massachusetts 02142, USA journals-info@mit.edu",2
Nano-Micro Letters,Springer Nature Singapore; Singapore,2
Canine Medicine and Genetics,BioMed Central; London,2
Environmental Science. Processes & Impacts,The Royal Society of Chemistry,2
The British Journal of General Practice,Royal College of General Practitioners,2
Harvard data science review,,2
Developmental Psychology,American Psychological Association,2
Rheumatology Advances in Practice,Oxford University Press,2
Social Neuroscience,Routledge,2
Nanotheranostics,Ivyspring International Publisher; Sydney,2
Frontiers in agronomy,,2
Ieee Access,IEEE,2
DNA and Cell Biology,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2
JBRA Assisted Reproduction,Brazilian Society of Assisted Reproduction,2
South African Family Practice,AOSIS,2
Cancer Letters,Elsevier Science Ireland,2
Journal of Research in Health Sciences,Hamadan University of Medical Sciences,2
Applied Magnetic Resonance,Springer Vienna; Vienna,2
Epidemiologia,MDPI,2
Kidney Medicine,Elsevier,2
Biomicrofluidics,AIP Publishing LLC,2
"Angewandte Chemie (Weinheim an Der Bergstrasse, Germany)",John Wiley and Sons Inc.; Hoboken,2
International Journal of Integrated Care,Ubiquity Press,2
Sleep and Biological Rhythms,Springer Nature Singapore; Singapore,2
"Magma (New York, N.y.)",Springer International Publishing; Cham,2
Genetic Testing and Molecular Biomarkers,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",2
Journal of Prevention (2022),Springer US; New York,2
Applied Psychological Measurement,"SAGE Publications; Sage CA: Los Angeles, CA",2
Brazilian Journal of Physical Therapy,Associação Brasileira de Pesquisa e Pós-Graduação em Fisioterapia,2
Galen Medical Journal,Salvia Medical Sciences Ltd,2
Diabetic Medicine,Blackwell Publishing Ltd,2
Cerebrospinal Fluid Research,BioMed Central; London,2
Journal of AOAC International,Oxford University Press,2
Clinical Pharmacology in Drug Development,John Wiley and Sons Inc.; Hoboken,2
Animal Diseases,Springer Singapore; Singapore,2
Autoimmune Diseases,Hindawi,2
Birth Defects Research,"John Wiley & Sons, Inc.; Hoboken, USA",2
Sexual and Reproductive Health Matters,Taylor & Francis,2
Nagoya Journal of Medical Science,Nagoya University,2
Social Psychology of Education,Springer Netherlands; Dordrecht,2
Behavioural Neurology,Hindawi,2
Educational Psychology Review,Springer US; New York,2
Journal of Nephrology,Springer International Publishing; Cham,2
Applied Network Science,Springer International Publishing; Cham,2
Zoologica Scripta,John Wiley and Sons Inc.; Hoboken,2
Cell reports methods,,2
Journal of Geriatric Cardiology : JGC,"Science Press; Beijing, China",2
Addictive Behaviors,Elsevier Science,2
Applied Psychology = Psychologie Appliquee,John Wiley and Sons Inc.; Hoboken,2
The British Journal of Sociology,John Wiley and Sons Inc.; Hoboken,2
Biomedicine & Pharmacotherapy,Editions Scientifiques Elsevier,2
Archives of Physiotherapy,BioMed Central; London,2
Human Heredity,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
Pathobiology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
Physics of Fluids,AIP Publishing LLC,2
Journal of cellular signaling,,2
Clinical Practice and Epidemiology in Mental Health : CP & EMH,Bentham Science Publishers,2
Crime Science,Springer Berlin Heidelberg; Berlin/Heidelberg,2
The Journal of the Acoustical Society of America,Acoustical Society of America,2
International Journal of Stem Cells,Korean Society for Stem Cell Research,2
The Lancet. Global health,,2
Applied Bionics and Biomechanics,Hindawi,2
"Endocrinology, Diabetes & Metabolism Case Reports",Bioscientifica Ltd; Bristol,2
Environmental Epidemiology,"Lippincott Williams & Wilkins; Hagerstown, MD",2
Boundary-Layer Meteorology,Springer Netherlands; Dordrecht,2
Antiviral research,,2
Transplant International,Frontiers Media S.A.,2
"Journal of Frailty, Sarcopenia and Falls",HYLONOME PUBLICATIONS; Greece,2
Beni-Suef University Journal of Basic and Applied Sciences,Springer Berlin Heidelberg; Berlin/Heidelberg,2
British Journal of Biomedical Science,Frontiers Media S.A.,2
Perspectives in Public Health,"SAGE Publications; Sage UK: London, England",2
AIMS Neuroscience,AIMS Press,2
Nature methods,,2
Indian Journal of Dermatology,Wolters Kluwer - Medknow; India,2
Journal of Immigrant and Minority Health,Springer US; Boston,2
Case Reports in Dermatology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.ch",2
Anatomy & Cell Biology,Korean Association of Anatomists,2
Current Infectious Disease Reports,Current Science Inc.; New York,2
Journal of Pharmacology & Pharmacotherapeutics,Medknow Publications Pvt Ltd; India,2
Current Chemical Genomics,Bentham Open,2
Korean Journal of Pediatrics,The Korean Pediatric Society,2
Environmental Health and Toxicology,The Korean Society of Environmental Health and Toxicology,2
Carbohydrate Research,Elsevier,2
Cellular Logistics,Landes Bioscience,2
Comparative Clinical Pathology,Springer-Verlag; London,2
The Open Neurology Journal,Bentham Open,2
Journal of Cytology / Indian Academy of Cytologists,Medknow Publications & Media Pvt Ltd; India,2
The Medical Journal of Australia,John Wiley and Sons Inc.; Hoboken,2
Clinical Endocrinology,John Wiley and Sons Inc.; Hoboken,2
British Journal of Clinical Pharmacology,John Wiley and Sons Inc.; Hoboken,2
Letters in Applied Microbiology,John Wiley and Sons Inc.; Hoboken,2
Nutrition Research and Practice,The Korean Nutrition Society and the Korean Society of Community Nutrition,2
Advanced Biology,John Wiley and Sons Inc.; Hoboken,2
Molecular plant-microbe interactions : MPMI,,2
Therapeutic Advances in Respiratory Disease,"SAGE Publications; Sage UK: London, England",2
Clinical and Experimental Hepatology,Termedia Publishing House,2
BMC Nursing,BioMed Central; London,2
Toxicology and applied pharmacology,,2
Structural equation modeling : a multidisciplinary journal,,2
Journal of Medical Education and Curricular Development,"SAGE Publications; Sage UK: London, England",2
Chemistry & Biodiversity,John Wiley and Sons Inc.; Hoboken,2
Gynecologic Oncology Reports,Elsevier,2
Experimental hematology,,2
Oncology and Therapy,Springer Healthcare; Cheshire,2
Zoo Biology,John Wiley and Sons Inc.; Hoboken,2
Tropical Medicine & International Health,John Wiley and Sons Inc.; Hoboken,2
Chirality,John Wiley and Sons Inc.; Hoboken,2
Fems Microbiology Reviews,Blackwell Publishing Ltd,2
Lung India : Official Organ of Indian Chest Society,Medknow Publications; India,2
Journal of Nutrition and Metabolism,Hindawi Publishing Corporation,2
Cerebral Circulation - Cognition and Behavior,Elsevier,2
Journal of molecular and cellular cardiology,,2
Current Topics in Medicinal Chemistry,Bentham Science Publishers,2
Journal of Molecular Signaling,BioMed Central,2
Cardiovascular & Hematological Agents in Medicinal Chemistry,Bentham Science Publishers,2
Journal of Amino Acids,Hindawi Publishing Corporation,2
Advances in Hematology,Hindawi Publishing Corporation,2
Journal of Lipids,Hindawi Publishing Corporation,2
Current Protein & Peptide Science,Bentham Science Publishers,2
Complex Psychiatry,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
Journal of Public Health Research,"SAGE Publications; Sage UK: London, England",2
Eukaryotic Cell,"American Society for Microbiology; 1752 N St., N.W., Washington, DC",2
Drugs - Real World Outcomes,Springer International Publishing; Cham,2
Case Reports in Medicine,Hindawi Publishing Corporation,2
Microbial biotechnology,Blackwell Publishing Ltd,2
Molecular Aspects of Medicine,Elsevier Science,2
Biometrics,John Wiley and Sons Inc.; Hoboken,2
Breast cancer research : BCR,BioMed Central,2
Reproduction in Domestic Animals = Zuchthygiene,John Wiley and Sons Inc.; Hoboken,2
Veterinary Radiology & Ultrasound,John Wiley and Sons Inc.; Hoboken,2
"Sarcoidosis, Vasculitis, and Diffuse Lung Diseases",Mattioli 1885; Italy,2
Inhalation Toxicology,Informa Healthcare,2
PathoGenetics,BioMed Central,2
Molecular biology and evolution,,2
Analytical Biochemistry,Academic Press,2
Clinical and Experimental Dermatology,John Wiley and Sons Inc.; Hoboken,2
American Journal of Nephrology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
European Surgical Research,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
Journal of Human Kinetics,Sciendo,2
Tissue Antigens,Blackwell Publishing Ltd,2
Medicine International,D.A. Spandidos,2
Journal of Huntington's Disease,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",2
Neuroepidemiology,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",2
Microscopy Research and Technique,"John Wiley & Sons, Inc.; Hoboken, USA",2
Journal of visualized experiments : JoVE,,2
CMAJ Open,CMA Impact Inc.,2
Vascular Biology,Bioscientifica Ltd; Bristol,2
Forest Ecology and Management,Elsevier Scientific Pub. Co.],2
Neurology and Therapy,Springer Healthcare; Cheshire,2
Environmental Research,Elsevier,2
Neurospine,Korean Spinal Neurosurgery Society,2
Chronic Stress,"SAGE Publications; Sage CA: Los Angeles, CA",2
Annals of Noninvasive Electrocardiology,John Wiley and Sons Inc.; Hoboken,2
Development genes and evolution,,2
Journal of Learning Disabilities,"SAGE Publications; Sage CA: Los Angeles, CA",2
Pain and Therapy,Springer Healthcare; Cheshire,2
Journal of Musculoskeletal & Neuronal Interactions,International Society of Musculoskeletal and Neuronal Interactions; Greece,2
Clinical Orthopaedics and Related Research,"Wolters Kluwer; Philadelphia, PA",2
Iranian Endodontic Journal,"Iranian Center for Endodontic Research; Tehran, Iran",2
Forensic science international. Genetics,,2
Journal of Stroke,Korean Stroke Society,2
Indian Journal of Nephrology,Wolters Kluwer - Medknow; India,2
Malawi Medical Journal,The Medical Association Of Malawi; Malawi,2
American Journal of Health Promotion,"SAGE Publications; Sage CA: Los Angeles, CA",2
The journal of pain,,2
Contemporary Oncology,Termedia Publishing House,2
Investigative Ophthalmology & Visual Science,The Association for Research in Vision and Ophthalmology,2
Annals of Indian Academy of Neurology,Wolters Kluwer - Medknow; India,2
Taiwan Journal of Ophthalmology,Wolters Kluwer - Medknow; India,2
Biochimica et biophysica acta. Proteins and proteomics,,2
Case Reports in Oncology,"S. Karger AG; Basel, Switzerland",2
Breast Cancer : Basic and Clinical Research,"SAGE Publications; Sage UK: London, England",2
American Journal of Ophthalmology Case Reports,Elsevier,2
Indian Dermatology Online Journal,Wolters Kluwer - Medknow; India,2
International Journal of Social Research Methodology,Routledge,2
Journal of Ophthalmic & Vision Research,PUBLISHED BY KNOWLEDGE E,2
Nature Materials,Nature Publishing Group UK; London,2
